100.0 100.0 4.83555381037
100.0 140.0 8.13352841189
100.0 180.0 11.6580212968
100.0 220.0 14.2391376926
100.0 260.0 14.8202498568
100.0 300.0 13.1443928073
100.0 340.0 9.93435368531
100.0 380.0 6.39819579681
100.0 420.0 3.51172315022
100.0 460.0 1.64316212254
100.0 500.0 0.656885753312
100.0 540.0 0.22761154141
100.0 580.0 0.0749770199221
100.0 620.0 0.0351234240052
100.0 660.0 0.0349936782263
100.0 700.0 0.0479365237955
100.0 740.0 0.0644829110617
100.0 780.0 0.0796883703828
100.0 820.0 0.0896863766264
100.0 860.0 0.0918329928372
100.0 900.0 0.0855390071422
100.0 940.0 0.0724801681039
100.0 980.0 0.0558684026466
100.0 1020.0 0.0391752697369
100.0 1060.0 0.0249902680676
140.0 100.0 8.13352839629
140.0 140.0 13.6808128914
140.0 180.0 19.6091075122
140.0 220.0 23.9506172806
140.0 260.0 24.9280665788
140.0 300.0 22.1092382869
140.0 340.0 16.7098962203
140.0 380.0 10.7620803981
140.0 420.0 5.90722921736
140.0 460.0 2.76494728422
140.0 500.0 1.10755785674
140.0 540.0 0.388661199855
140.0 580.0 0.13766645815
140.0 620.0 0.0799614150855
140.0 660.0 0.0931930025845
140.0 700.0 0.131973629742
140.0 740.0 0.178305571572
140.0 780.0 0.220464510452
140.0 820.0 0.248140078194
140.0 860.0 0.254080981633
140.0 900.0 0.236665859638
140.0 940.0 0.200532503698
140.0 980.0 0.154568311132
140.0 1020.0 0.108378976919
140.0 1060.0 0.0691295569922
180.0 100.0 11.6580211776
180.0 140.0 19.6091072911
180.0 180.0 28.1063067285
180.0 220.0 34.3291221067
180.0 260.0 35.7301360411
180.0 300.0 31.6898530745
180.0 340.0 23.9509070754
180.0 380.0 15.4260027576
180.0 420.0 8.4681635157
180.0 460.0 3.96614369625
180.0 500.0 1.59485553364
180.0 540.0 0.573158015285
180.0 580.0 0.229266088307
180.0 620.0 0.17234139533
180.0 660.0 0.228479127815
180.0 700.0 0.331077750162
180.0 740.0 0.448618103431
180.0 780.0 0.554877529177
180.0 820.0 0.624556765562
180.0 860.0 0.639512322797
180.0 900.0 0.595678264789
180.0 940.0 0.504729787458
180.0 980.0 0.38903685077
